fold,horizon_bucket,radius_90,covered
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,True
4,Days 8–21,11.801449291348263,False
4,Days 8–21,11.801449291348263,True
